row_index,domain_id,source_value,source_id,ground_truth_baseline,top_hits_json,standard_policy,result1_concept_id,result1_concept_name,result1_score,result1_vocabulary_id,result1_standard_concept,error
401,Measurement,+ppd,402,5,"[{""concept_id"": 4308939, ""concept_name"": ""Delayed hypersensitivity skin test for tuberculin PPD"", ""score"": 0.5787, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""424294008"", ""standard_concept"": ""S""}, {""concept_id"": 4151893, ""concept_name"": ""Mantoux: positive"", ""score"": 0.5642, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""268376005"", ""standard_concept"": ""S""}, {""concept_id"": 4182982, ""concept_name"": ""Finding of Mantoux test"", ""score"": 0.5629, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""298014004"", ""standard_concept"": ""S""}, {""concept_id"": 4064472, ""concept_name"": ""Mantoux: delayed reaction"", ""score"": 0.5407, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""164980000"", ""standard_concept"": ""S""}, {""concept_id"": 4311463, ""concept_name"": ""Mantoux test"", ""score"": 0.5212, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""424489006"", ""standard_concept"": ""S""}]",s_or_c,4308939.0,Delayed hypersensitivity skin test for tuberculin PPD,0.5787,SNOMED,S,
402,Condition,low bps,403,1,"[{""concept_id"": 317002, ""concept_name"": ""Low blood pressure"", ""score"": 0.9618, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""45007003"", ""standard_concept"": ""S""}, {""concept_id"": 4132739, ""concept_name"": ""Decreased blood pressure"", ""score"": 0.9597, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""12763006"", ""standard_concept"": ""S""}, {""concept_id"": 4217168, ""concept_name"": ""Decreased systolic arterial pressure"", ""score"": 0.8917, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""81010002"", ""standard_concept"": ""S""}, {""concept_id"": 4175340, ""concept_name"": ""Decreased diastolic arterial pressure"", ""score"": 0.8621, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""42689008"", ""standard_concept"": ""S""}, {""concept_id"": 4150345, ""concept_name"": ""Decreased mean arterial pressure"", ""score"": 0.8217, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""31013001"", ""standard_concept"": ""S""}]",s_or_c,317002.0,Low blood pressure,0.9618,SNOMED,S,
403,Procedure,heparin iv therapy,404,1,"[{""concept_id"": 45773562, ""concept_name"": ""Continuous infusion of antithrombotic"", ""score"": 0.767, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""707259005"", ""standard_concept"": ""S""}, {""concept_id"": 44805943, ""concept_name"": ""Continuous infusion of antithrombolytic"", ""score"": 0.7395, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""798921000000107"", ""standard_concept"": ""S""}, {""concept_id"": 4215476, ""concept_name"": ""Administration of anticoagulant"", ""score"": 0.7392, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""71788004"", ""standard_concept"": ""S""}]",s_or_c,45773562.0,Continuous infusion of antithrombotic,0.767,SNOMED,S,
404,Measurement,cancer screening,405,1,"[{""concept_id"": 4048727, ""concept_name"": ""Screening for cancer"", ""score"": 0.9369, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""15886004"", ""standard_concept"": ""S""}, {""concept_id"": 606875, ""concept_name"": ""Screening for neoplasm"", ""score"": 0.8248, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1148754001"", ""standard_concept"": ""S""}, {""concept_id"": 3020165, ""concept_name"": ""Most recent screening result for Cancer"", ""score"": 0.7539, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""21864-4"", ""standard_concept"": ""S""}, {""concept_id"": 44791543, ""concept_name"": ""Bowel cancer screening programme"", ""score"": 0.7525, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""286901000000107"", ""standard_concept"": ""S""}, {""concept_id"": 40480252, ""concept_name"": ""Screening for malignant neoplasm of skin"", ""score"": 0.7188, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""444638005"", ""standard_concept"": ""S""}]",s_or_c,4048727.0,Screening for cancer,0.9369,SNOMED,S,
405,Condition,carotid artery stenosis,406,1,[],s_or_c,,,,,,
406,Procedure,antibiotic,407,1,[],s_or_c,,,,,,
407,Observation,hemorrhages,408,1,"[{""concept_id"": 4179955, ""concept_name"": ""Hemorrhage"", ""score"": 0.9966, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""50960005"", ""standard_concept"": ""S""}, {""concept_id"": 44806340, ""concept_name"": ""Bleeding symptom"", ""score"": 0.8401, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""800901000000100"", ""standard_concept"": ""S""}, {""concept_id"": 4311808, ""concept_name"": ""Acute hemorrhage"", ""score"": 0.7782, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""8573003"", ""standard_concept"": ""S""}, {""concept_id"": 4152744, ""concept_name"": ""Disseminated hemorrhage"", ""score"": 0.761, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""370609008"", ""standard_concept"": ""S""}, {""concept_id"": 37158180, ""concept_name"": ""Hemorrhagic lesion"", ""score"": 0.7446, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""1255354006"", ""standard_concept"": ""S""}]",s_or_c,4179955.0,Hemorrhage,0.9966,SNOMED,S,
408,Condition,rest pain,409,1,"[{""concept_id"": 4176923, ""concept_name"": ""Pain relief by rest"", ""score"": 0.8448, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""427935006"", ""standard_concept"": ""S""}, {""concept_id"": 4141211, ""concept_name"": ""Pain provoked by rest"", ""score"": 0.84, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""426120002"", ""standard_concept"": ""S""}, {""concept_id"": 4323751, ""concept_name"": ""Pain onset at rest"", ""score"": 0.7956, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""428926002"", ""standard_concept"": ""S""}, {""concept_id"": 4329041, ""concept_name"": ""Pain"", ""score"": 0.7658, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""22253000"", ""standard_concept"": ""S""}, {""concept_id"": 4100071, ""concept_name"": ""Aching pain"", ""score"": 0.7595, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""27635008"", ""standard_concept"": ""S""}]",s_or_c,4176923.0,Pain relief by rest,0.8448,SNOMED,S,
409,Measurement,cr,410,5,"[{""concept_id"": 1298476, ""concept_name"": ""CO"", ""score"": 0.6407, ""vocabulary_id"": ""EORTC QLQ"", ""domain_id"": ""Measurement"", ""concept_code"": ""SS112"", ""standard_concept"": ""C""}]",s_or_c,1298476.0,CO,0.6407,EORTC QLQ,C,
410,Procedure,incentive spirometer,411,1,"[{""concept_id"": 4046481, ""concept_name"": ""Incentive spirometry"", ""score"": 0.7606, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""229301009"", ""standard_concept"": ""S""}, {""concept_id"": 4039916, ""concept_name"": ""Respiratory expansion exercises"", ""score"": 0.5881, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""229286000"", ""standard_concept"": ""S""}]",s_or_c,4046481.0,Incentive spirometry,0.7606,SNOMED,S,
411,Observation,stable condition,412,1,"[{""concept_id"": 4234874, ""concept_name"": ""Patient's condition stable"", ""score"": 0.719, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""359746009"", ""standard_concept"": ""S""}, {""concept_id"": 4299472, ""concept_name"": ""Expected to be stable"", ""score"": 0.6641, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""385638004"", ""standard_concept"": ""S""}, {""concept_id"": 35824676, ""concept_name"": ""unstable"", ""score"": 0.6559, ""vocabulary_id"": ""UK Biobank"", ""domain_id"": ""Observation"", ""concept_code"": ""6314-337"", ""standard_concept"": ""S""}, {""concept_id"": 4231763, ""concept_name"": ""Patient condition unchanged"", ""score"": 0.644, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""359748005"", ""standard_concept"": ""S""}, {""concept_id"": 4037288, ""concept_name"": ""Patient's condition unstable"", ""score"": 0.6242, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""162668006"", ""standard_concept"": ""S""}]",s_or_c,4234874.0,Patient's condition stable,0.719,SNOMED,S,
412,Observation,unprotected sexual intercourse,413,1,"[{""concept_id"": 4046817, ""concept_name"": ""Unprotected sexual intercourse"", ""score"": 1, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""2314005"", ""standard_concept"": ""S""}, {""concept_id"": 4270761, ""concept_name"": ""Protected sexual intercourse"", ""score"": 0.8959, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""63537005"", ""standard_concept"": ""S""}, {""concept_id"": 4038728, ""concept_name"": ""Use of protection for sex"", ""score"": 0.7542, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""228476008"", ""standard_concept"": ""S""}, {""concept_id"": 44804068, ""concept_name"": ""Safe sex"", ""score"": 0.7419, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""724111000000102"", ""standard_concept"": ""S""}, {""concept_id"": 4269992, ""concept_name"": ""Finding related to use of protection for sex"", ""score"": 0.7354, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""365953001"", ""standard_concept"": ""S""}]",s_or_c,4046817.0,Unprotected sexual intercourse,1.0,SNOMED,S,
413,Condition,benign positional vertigo,414,1,"[{""concept_id"": 4012870, ""concept_name"": ""Positional vertigo"", ""score"": 0.9222, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""103284002"", ""standard_concept"": ""S""}, {""concept_id"": 81878, ""concept_name"": ""Benign paroxysmal positional vertigo"", ""score"": 0.8833, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""111541001"", ""standard_concept"": ""S""}, {""concept_id"": 605244, ""concept_name"": ""Benign positional paroxysmal vertigo posterior canal"", ""score"": 0.8798, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1010673002"", ""standard_concept"": ""S""}, {""concept_id"": 4319017, ""concept_name"": ""Central positional vertigo"", ""score"": 0.8741, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""95815000"", ""standard_concept"": ""S""}, {""concept_id"": 4079560, ""concept_name"": ""Peripheral positional vertigo"", ""score"": 0.8697, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""277491009"", ""standard_concept"": ""S""}]",s_or_c,4012870.0,Positional vertigo,0.9222,SNOMED,S,
414,Measurement,d-dimer was elevated,415,1,"[{""concept_id"": 42709958, ""concept_name"": ""D-dimer above reference range"", ""score"": 0.949, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""449830004"", ""standard_concept"": ""S""}, {""concept_id"": 37392968, ""concept_name"": ""Plasma D-dimer concentration"", ""score"": 0.8059, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1010961000000102"", ""standard_concept"": ""S""}, {""concept_id"": 46287143, ""concept_name"": ""Plasma D-dimer concentration measurement"", ""score"": 0.8016, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""940711000000100"", ""standard_concept"": ""S""}, {""concept_id"": 37393605, ""concept_name"": ""D-dimer level"", ""score"": 0.7699, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""1019221000000107"", ""standard_concept"": ""S""}, {""concept_id"": 37172928, ""concept_name"": ""D-dimer mass concentration in plasma"", ""score"": 0.7327, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""55561000237108"", ""standard_concept"": ""S""}]",s_or_c,42709958.0,D-dimer above reference range,0.949,SNOMED,S,
415,Procedure,chest film,416,1,"[{""concept_id"": 4211641, ""concept_name"": ""Chest imaging"", ""score"": 0.7796, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""413815006"", ""standard_concept"": ""S""}, {""concept_id"": 4163872, ""concept_name"": ""Plain X-ray of chest"", ""score"": 0.7347, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""399208008"", ""standard_concept"": ""S""}, {""concept_id"": 2792810, ""concept_name"": ""Plain Radiography of Chest"", ""score"": 0.7081, ""vocabulary_id"": ""ICD10PCS"", ""domain_id"": ""Procedure"", ""concept_code"": ""BW03ZZZ"", ""standard_concept"": ""S""}, {""concept_id"": 1073053, ""concept_name"": ""Plain X-ray of chest wall"", ""score"": 0.6926, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""1295279000"", ""standard_concept"": ""S""}, {""concept_id"": 4120837, ""concept_name"": ""Imaging of thorax with contrast"", ""score"": 0.6693, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""303792008"", ""standard_concept"": ""S""}]",s_or_c,4211641.0,Chest imaging,0.7796,SNOMED,S,
416,Observation,fragmin,417,4,[],s_or_c,,,,,,
417,Condition,ankle swelling,418,1,"[{""concept_id"": 4144411, ""concept_name"": ""Swollen ankle region"", ""score"": 0.9638, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""267039000"", ""standard_concept"": ""S""}, {""concept_id"": 4100316, ""concept_name"": ""Swelling of ankle joint"", ""score"": 0.9552, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""299414004"", ""standard_concept"": ""S""}, {""concept_id"": 4094513, ""concept_name"": ""Ankle edema"", ""score"": 0.9374, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""26237000"", ""standard_concept"": ""S""}, {""concept_id"": 4101500, ""concept_name"": ""Ankle joint synovial swelling"", ""score"": 0.9096, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""299417006"", ""standard_concept"": ""S""}, {""concept_id"": 4102416, ""concept_name"": ""Bony swelling of ankle joint"", ""score"": 0.8843, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""299415003"", ""standard_concept"": ""S""}]",s_or_c,4144411.0,Swollen ankle region,0.9638,SNOMED,S,
418,Measurement,wound cultures,419,1,"[{""concept_id"": 4296651, ""concept_name"": ""Wound microscopy, culture and sensitivities"", ""score"": 0.7988, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""401294003"", ""standard_concept"": ""S""}, {""concept_id"": 1093075, ""concept_name"": ""Observation | Wound | Microbiology"", ""score"": 0.7104, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""LP443084-1"", ""standard_concept"": ""C""}, {""concept_id"": 3003714, ""concept_name"": ""Bacteria identified in Wound by Culture"", ""score"": 0.6975, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""6462-6"", ""standard_concept"": ""S""}, {""concept_id"": 3013146, ""concept_name"": ""Bacteria identified in Wound by Aerobe culture"", ""score"": 0.6957, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""632-0"", ""standard_concept"": ""S""}, {""concept_id"": 1092302, ""concept_name"": ""Bacteria identified in Surgical wound by Culture"", ""score"": 0.6805, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""105924-5"", ""standard_concept"": ""S""}]",s_or_c,4296651.0,"Wound microscopy, culture and sensitivities",0.7988,SNOMED,S,
419,Procedure,ct-guided biopsy,420,1,"[{""concept_id"": 4082482, ""concept_name"": ""CT guided biopsy"", ""score"": 0.9788, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""277591006"", ""standard_concept"": ""S""}, {""concept_id"": 37397373, ""concept_name"": ""Cone beam CT guided biopsy"", ""score"": 0.8904, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""717991009"", ""standard_concept"": ""S""}, {""concept_id"": 4031025, ""concept_name"": ""CT guidance for needle biopsy"", ""score"": 0.8728, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""14211004"", ""standard_concept"": ""S""}, {""concept_id"": 3024866, ""concept_name"": ""CT Guidance for biopsy of Unspecified body region"", ""score"": 0.8587, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Procedure"", ""concept_code"": ""25044-9"", ""standard_concept"": ""S""}, {""concept_id"": 40481066, ""concept_name"": ""CT guided core needle biopsy"", ""score"": 0.8462, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""444796003"", ""standard_concept"": ""S""}]",s_or_c,4082482.0,CT guided biopsy,0.9788,SNOMED,S,
420,Observation,clears,421,4,"[{""concept_id"": 35626183, ""concept_name"": ""Skin cleared"", ""score"": 0.6959, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""769365007"", ""standard_concept"": ""S""}, {""concept_id"": 4083198, ""concept_name"": ""Specimen clear"", ""score"": 0.6775, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""281278005"", ""standard_concept"": ""S""}, {""concept_id"": 4119880, ""concept_name"": ""Desiccation - action"", ""score"": 0.6311, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""257791009"", ""standard_concept"": ""S""}, {""concept_id"": 37206248, ""concept_name"": ""Rinse or wash"", ""score"": 0.6226, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""785900008"", ""standard_concept"": ""S""}, {""concept_id"": 4226244, ""concept_name"": ""Wash"", ""score"": 0.6161, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""422152000"", ""standard_concept"": ""S""}]",s_or_c,35626183.0,Skin cleared,0.6959,SNOMED,S,
421,Procedure,antihypertensive medication,422,1,"[{""concept_id"": 4146455, ""concept_name"": ""Antihypertensive therapy"", ""score"": 0.8541, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""308116003"", ""standard_concept"": ""S""}]",s_or_c,4146455.0,Antihypertensive therapy,0.8541,SNOMED,S,
422,Condition,humerus fracture,423,1,"[{""concept_id"": 442619, ""concept_name"": ""Fracture of humerus"", ""score"": 0.9732, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""66308002"", ""standard_concept"": ""S""}, {""concept_id"": 4133610, ""concept_name"": ""Fracture of upper end of humerus"", ""score"": 0.9547, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""127286005"", ""standard_concept"": ""S""}, {""concept_id"": 4138299, ""concept_name"": ""Fracture of distal end of humerus"", ""score"": 0.9061, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""263192005"", ""standard_concept"": ""S""}]",s_or_c,442619.0,Fracture of humerus,0.9732,SNOMED,S,
423,Measurement,alt,424,1,[],s_or_c,,,,,,
424,Observation,moves,425,1,"[{""concept_id"": 4201256, ""concept_name"": ""Does move"", ""score"": 0.8123, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""302000008"", ""standard_concept"": ""S""}, {""concept_id"": 4178501, ""concept_name"": ""Mobility"", ""score"": 0.7856, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""363803005"", ""standard_concept"": ""S""}, {""concept_id"": 3052212, ""concept_name"": ""Locomotion"", ""score"": 0.7778, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Observation"", ""concept_code"": ""46483-4"", ""standard_concept"": ""S""}, {""concept_id"": 4115553, ""concept_name"": ""Moving in the environment"", ""score"": 0.7615, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""301439009"", ""standard_concept"": ""S""}, {""concept_id"": 4144247, ""concept_name"": ""Musculoskeletal mobility"", ""score"": 0.756, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Observation"", ""concept_code"": ""33836004"", ""standard_concept"": ""S""}]",s_or_c,4201256.0,Does move,0.8123,SNOMED,S,
425,Procedure,surgical exploration,426,1,"[{""concept_id"": 4047343, ""concept_name"": ""Exploration procedure"", ""score"": 0.9249, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""122458006"", ""standard_concept"": ""S""}, {""concept_id"": 4295705, ""concept_name"": ""Exploratory incision"", ""score"": 0.8742, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""76145000"", ""standard_concept"": ""S""}, {""concept_id"": 4306071, ""concept_name"": ""Exploration with a probe"", ""score"": 0.7444, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""387651008"", ""standard_concept"": ""S""}, {""concept_id"": 4236488, ""concept_name"": ""Exploration of soft tissue"", ""score"": 0.7403, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""9104009"", ""standard_concept"": ""S""}, {""concept_id"": 4117350, ""concept_name"": ""Extraperitoneal exploration"", ""score"": 0.732, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Procedure"", ""concept_code"": ""287997009"", ""standard_concept"": ""S""}]",s_or_c,4047343.0,Exploration procedure,0.9249,SNOMED,S,
426,Measurement,influenza b antigen test,427,1,"[{""concept_id"": 4044988, ""concept_name"": ""Influenza B virus antigen assay"", ""score"": 0.925, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""122350003"", ""standard_concept"": ""S""}, {""concept_id"": 4039357, ""concept_name"": ""Influenza A and B virus antigen assay"", ""score"": 0.8886, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""118089005"", ""standard_concept"": ""S""}, {""concept_id"": 4230639, ""concept_name"": ""Serologic test for Influenza B virus"", ""score"": 0.8432, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""88823001"", ""standard_concept"": ""S""}, {""concept_id"": 4196405, ""concept_name"": ""Influenza B antibody level"", ""score"": 0.8163, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""315143004"", ""standard_concept"": ""S""}, {""concept_id"": 4039358, ""concept_name"": ""Influenza A, B, and C virus antigen assay"", ""score"": 0.7798, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""118090001"", ""standard_concept"": ""S""}]",s_or_c,4044988.0,Influenza B virus antigen assay,0.925,SNOMED,S,
427,Condition,sharp,428,4,"[{""concept_id"": 4126318, ""concept_name"": ""Sharps injury"", ""score"": 0.6568, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""304235000"", ""standard_concept"": ""S""}, {""concept_id"": 37160644, ""concept_name"": ""Sharp force injury"", ""score"": 0.654, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""1162999000"", ""standard_concept"": ""S""}, {""concept_id"": 4146372, ""concept_name"": ""Sharp tooth"", ""score"": 0.638, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""34589004"", ""standard_concept"": ""S""}]",s_or_c,4126318.0,Sharps injury,0.6568,SNOMED,S,
428,Condition,xanthomas,429,1,"[{""concept_id"": 4271339, ""concept_name"": ""Xanthomatosis"", ""score"": 0.9348, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""63103006"", ""standard_concept"": ""S""}, {""concept_id"": 4033043, ""concept_name"": ""Eruptive xanthoma"", ""score"": 0.93, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""238952003"", ""standard_concept"": ""S""}, {""concept_id"": 4224744, ""concept_name"": ""Cutaneous xanthoma"", ""score"": 0.9163, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""402472006"", ""standard_concept"": ""S""}, {""concept_id"": 4033933, ""concept_name"": ""Plane xanthoma"", ""score"": 0.8936, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""238953008"", ""standard_concept"": ""S""}, {""concept_id"": 4033044, ""concept_name"": ""Generalized plane xanthoma"", ""score"": 0.8755, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Condition"", ""concept_code"": ""238955001"", ""standard_concept"": ""S""}]",s_or_c,4271339.0,Xanthomatosis,0.9348,SNOMED,S,
429,Measurement,oxygen saturations,430,1,"[{""concept_id"": 3013502, ""concept_name"": ""Oxygen saturation in Blood"", ""score"": 0.9537, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""20564-1"", ""standard_concept"": ""S""}, {""concept_id"": 40483579, ""concept_name"": ""Arterial oxygen saturation"", ""score"": 0.9462, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""442476006"", ""standard_concept"": ""S""}, {""concept_id"": 3016502, ""concept_name"": ""Oxygen saturation in Arterial blood"", ""score"": 0.9214, ""vocabulary_id"": ""LOINC"", ""domain_id"": ""Measurement"", ""concept_code"": ""2708-6"", ""standard_concept"": ""S""}, {""concept_id"": 40486533, ""concept_name"": ""Finding of oxygen saturation"", ""score"": 0.9041, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""447755005"", ""standard_concept"": ""S""}, {""concept_id"": 4020553, ""concept_name"": ""Oxygen saturation measurement"", ""score"": 0.9022, ""vocabulary_id"": ""SNOMED"", ""domain_id"": ""Measurement"", ""concept_code"": ""104847001"", ""standard_concept"": ""S""}]",s_or_c,3013502.0,Oxygen saturation in Blood,0.9537,LOINC,S,
